"group" "ints" "reals"
"73" "b" 6 0.12039633617713
"74" "a" 5 0.0304439205408594
"75" "c" 5 0.312365135616342
"76" "b" 4 1.08070007182954
"77" "a" 6 1.13862345565672
"78" "c" 7 -1.02921186062467
"79" "b" 5 0.357909591007569
"80" "b" 7 -0.484720641294417
"81" "b" 4 1.32290067581576
"82" "b" 3 -0.0171118657740119
"83" "b" 2 -1.17115686160676
"84" "c" 3 -0.995965484875361
"85" "a" 5 -1.31726669570967
"86" "a" 6 -0.221260724529624
"87" "b" 4 0.151163629137612
"88" "a" 5 0.535179455892143
"89" "c" 7 -0.376927316510973
"90" "a" 6 0.350340589267351
"91" "c" 2 -0.773757267892066
"92" "a" 5 1.45447472296249
"93" "c" 6 0.993616053784713
"94" "a" 5 0.376685019154478
"95" "c" 7 -1.35493378662625
"96" "c" 7 -0.499180285604892
"97" "b" 4 -0.402915918460542
"98" "b" 5 0.0727199424796689
"99" "b" 8 -1.99337730838439
"100" "c" 3 -1.61459707309058
"101" "a" 5 -1.10747314688562
"102" "a" 4 -0.102688704443866
"103" "c" 7 -0.188470339053736
"104" "a" 7 0.871623868993924
"105" "a" 3 0.736414958826351
"106" "b" 3 -0.63028507747855
"107" "a" 4 1.4523909144312
"108" "c" 4 -0.0754121194149287
"109" "a" 7 -1.58722513569795
"110" "a" 6 -0.209903040751989
"111" "b" 3 -0.643721652429473
"112" "a" 4 -0.067082873067517
"113" "c" 7 2.00530419153353
"114" "a" 5 0.648521054991929
"115" "c" 3 1.00304425334666
"116" "a" 4 0.0679457072680704
"117" "a" 5 0.307759968367001
"118" "c" 5 0.120452242213122
"119" "c" 5 -0.270873452970988
"120" "b" 4 -0.459265310655433
"121" "a" 7 -1.30835342152155
"122" "c" 4 1.59014651200129
"123" "a" 5 2.23157928195616
"124" "c" 5 -1.46699693045282
"125" "c" 4 -1.79312660647082
"126" "c" 5 -0.617440245545738
"127" "b" 6 0.118192249455059
"128" "c" 5 0.122729374086296
"129" "a" 8 0.673667844877049
"130" "a" 6 0.254172129731063
"131" "c" 7 -0.235189804104493
"132" "a" 5 -0.576564437245228
"133" "c" 4 -1.42678215561065
"134" "c" 7 0.408109428336618
"135" "a" 6 0.585817314582129
"136" "a" 6 0.357248246877291
"137" "c" 5 -0.905937167874732
"138" "a" 3 -0.809748685762056
"139" "a" 5 0.550206979373895
"140" "b" 9 -0.754048464891033
"141" "b" 8 0.788357295237683
"142" "a" 6 0.677031114971579
"143" "b" 5 -1.62734670379421
"144" "c" 5 -0.972111589140184
"145" "b" 4 0.552946380272385
"146" "a" 6 -1.12172420403529
"147" "a" 5 1.11135543642015
"148" "b" 8 0.110900996687636
"149" "c" 5 0.0773105495710964
"150" "a" 5 -0.278362766976259
"151" "b" 1 -1.28658108098699
"152" "b" 6 -0.697902161567551
"153" "b" 7 -0.216424714562434
"154" "c" 7 0.767152230572575
"155" "c" 6 0.773314883281957
"156" "c" 4 -1.99065014370636
"157" "a" 5 -0.279570716641294
"158" "b" 6 1.1762797870398
"159" "a" 4 0.459552815077077
"160" "a" 7 1.92220822582526
"161" "a" 8 -0.0694622496867294
"162" "c" 5 1.09135706520031
"163" "b" 7 -0.246675307540385
"164" "a" 5 0.852536531406644
"165" "a" 7 0.127532206046496
"166" "a" 4 0.962026624829789
"167" "b" 3 1.25373923810562
"168" "a" 5 -0.613654044881086
"169" "a" 6 1.46287987333202
"170" "c" 4 0.584444793263745
"171" "a" 5 0.796908815610113
"172" "a" 6 -1.25081175435858
"173" "c" 2 -0.117815240344036
"174" "c" 4 0.44064863124938
"175" "a" 4 -0.871012474640602
"176" "a" 7 -0.875624997969173
"177" "c" 6 0.193493943839332
"178" "a" 5 -0.299437981573028
"179" "c" 3 0.491719210355897
"180" "b" 3 1.42538650383724
"181" "b" 5 1.08158212480133
"182" "b" 5 0.277074181351923
"183" "c" 5 0.279223380589158
"184" "b" 4 0.321000590023972
"185" "b" 3 0.032791821416516
"186" "c" 6 0.731732658203626
"187" "a" 6 0.212142696788597
"188" "a" 7 -0.0446132432182081
"189" "a" 4 0.122922359271785
"190" "a" 6 0.998412929981584
"191" "a" 3 -0.0164533563003425
"192" "b" 6 1.01830166563379
"193" "b" 6 1.37961513343166
"194" "c" 3 -0.431298101403355
"195" "c" 5 0.112564949569236
"196" "a" 7 -0.608159634432293
"197" "b" 4 1.63628101863262
"198" "c" 4 -0.843487828587109
"199" "a" 2 1.55808550043857
"200" "b" 4 -0.255288983009794
"201" "a" 3 -0.650382177953526
"202" "a" 9 -0.293849189260117
"203" "c" 4 1.2770014513968
"204" "c" 4 -0.511107594164064
"205" "a" 4 1.12479270562706
"206" "c" 5 0.438341519101478
"207" "b" 5 -0.105481983705387
"208" "a" 7 -1.2355151680398
"209" "c" 6 -1.43520251534385
"210" "a" 7 -0.0968390709460552
"211" "b" 3 -0.338070698674287
"212" "a" 5 1.45973538540716
"213" "c" 5 1.20339652414953
"214" "b" 4 1.09783469168722
"215" "c" 4 0.706888913198266
"216" "c" 5 -0.164391898233317
"217" "a" 4 -1.20430657939883
"218" "b" 6 0.424242754431478
"219" "b" 4 0.685139334718763
"220" "c" 8 -0.39748714573165
"221" "c" 3 -1.18428017578199
"222" "a" 4 -1.36194459297077
"223" "c" 4 0.313857811913538
"224" "a" 5 -0.170995110972128
"225" "c" 3 1.23395524653392
"226" "a" 4 -0.871896291217438
"227" "b" 5 -1.55893293659504
"228" "c" 7 0.436788896981673
"229" "c" 5 -0.997305681305791
"230" "c" 5 -1.27607017013028
"231" "b" 5 -0.477361709599624
"232" "c" 6 0.327428767233663
"233" "a" 6 0.230215460010312
"234" "b" 4 1.12241905273956
"235" "c" 4 0.800389940792477
"236" "a" 8 -0.880855789847003
"237" "c" 3 2.53396381173155
"238" "a" 3 0.271390644013619
"239" "c" 2 -1.64266603544892
"240" "b" 7 -1.16383641640624
"241" "c" 6 -0.175147153311533
"242" "b" 9 -0.387701987455159
"243" "b" 5 0.916970762051521
"244" "b" 1 -0.779256672441817
"245" "c" 4 -0.377811289865463
"246" "a" 5 1.75239515269337
"247" "b" 7 1.14306154449494
"248" "a" 6 -0.158930242125827
"249" "a" 5 -1.31109748063473
"250" "b" 3 -1.50515804792055
"251" "a" 5 -0.663866958507139
"252" "c" 6 1.14458401236319
"253" "b" 4 0.438061513050508
"254" "c" 7 -0.311041727630457
"255" "a" 4 -0.124671918641541
"256" "c" 6 -1.06303802509323
"257" "c" 7 0.0807152024949624
"258" "b" 4 1.40968680453599
"259" "c" 6 1.64888430511909
"260" "b" 6 -0.212969344526627
"261" "b" 5 0.543817499041246
"262" "c" 3 -1.90789041814105
"263" "b" 2 0.887784792838455
"264" "a" 4 0.143781416605308
"265" "a" 3 -1.67599613786217
"266" "b" 7 -0.42657502862446
"267" "a" 3 1.08247725936729
"268" "a" 3 -1.50571679470367
"269" "a" 4 1.10639485307542
"270" "a" 7 0.380750621059264
"271" "b" 5 0.134690315494128
"272" "c" 4 1.01072435102808
"273" "c" 7 -0.20790660183333
"274" "b" 3 -1.2113109074642
"275" "a" 6 1.18117979792159
"276" "a" 6 -1.80967419432965
"277" "c" 4 0.261315782158739
"278" "a" 5 0.338079352312199
"279" "b" 4 0.827506532227213
"280" "a" 2 -0.167700575696143
"281" "a" 3 -0.0048002545938963
"282" "c" 5 1.82072913793673
"283" "c" 5 -0.287550269632987
"284" "c" 6 0.915329480914742
"285" "a" 6 -2.184181911608
"286" "c" 6 -0.312920862782432
"287" "c" 4 -0.768068084177825
"288" "c" 7 2.08895107304791
"289" "c" 7 -1.47515172676236
"290" "a" 4 -1.2346129273497
"291" "a" 5 -1.73598270681204
"292" "b" 6 0.0976689626576567
"293" "b" 6 -0.858747899868292
"294" "b" 5 -0.487714780868117
"295" "a" 6 0.98647547690683
"296" "c" 6 -0.588800700431899
"297" "a" 5 0.936436636886863
"298" "b" 5 -2.06765448623772
"299" "c" 8 -1.07756081281431
"300" "b" 4 -0.0922261212139103
"301" "b" 8 0.279546214450472
"302" "b" 4 -0.790454425623213
"303" "b" 8 1.77476006424518
"304" "b" 2 0.680460060695855
"305" "b" 8 0.0791537893637078
"306" "c" 4 -0.715674554639958
"307" "c" 6 -1.13594729203713
"308" "c" 4 0.583757673953243
"309" "c" 6 1.10523796938912
"310" "b" 5 0.242205384197807
"311" "c" 4 -1.42108153777459
"312" "b" 3 0.423099472451889
"313" "b" 5 -0.360830033708747
"314" "c" 6 0.00407515535720653
"315" "a" 7 0.8279519541239
"316" "b" 6 1.81235241206792
"317" "a" 4 -1.07168889755941
"318" "c" 5 0.372940277712849
"319" "a" 4 -1.05113683049013
"320" "c" 8 -2.20747332964558
"321" "b" 6 -0.308237827795563
"322" "a" 7 -0.794523110325329
"323" "a" 2 -1.39936154476426
"324" "b" 5 -0.565281969294836
"325" "b" 5 0.189753962058423
"326" "b" 4 -0.399781090970882
"327" "a" 7 2.13129225860899
"328" "c" 2 -0.393063411930492
"329" "a" 7 1.49400026227556
"330" "b" 6 -0.0471065576697551
"331" "b" 9 0.146589592375596
"332" "a" 4 -0.25910555817792
"333" "b" 3 1.50501804897518
"334" "c" 1 1.40681076056265
"335" "b" 4 -0.479092929882467
"336" "b" 6 -1.15260619353271
"337" "c" 7 0.407225062014715
"338" "c" 5 -0.57665867788667
"339" "a" 5 -0.854744689206919
"340" "c" 8 0.668106038550706
"341" "c" 5 1.37843131343305
"342" "a" 6 0.63036967342413
"343" "a" 6 2.44293753314836
"344" "b" 5 -0.167727661090339
"345" "b" 7 -0.142985943794184
"346" "b" 7 -0.917903288666997
"347" "c" 5 1.70085893308052
"348" "b" 3 0.118775186511882
"349" "c" 7 1.66092861599132
"350" "c" 4 0.188092809266898
"351" "b" 5 -0.443255818225319
"352" "b" 5 2.23707653547297
"353" "a" 2 2.61173684257104
"354" "a" 4 1.30507261607989
"355" "c" 3 -0.166282438729639
"356" "a" 5 0.501976862153408
"357" "c" 4 0.202321215249216
"358" "a" 8 -1.24389078213114
"359" "a" 6 0.541705468566477
"360" "a" 3 0.0441211920396915
"361" "b" 7 -1.55086668647783
"362" "c" 5 0.335315748803278
"363" "a" 4 0.510555512326057
"364" "a" 4 0.569686536783381
"365" "a" 1 -2.50310823089352
"366" "b" 3 -0.898502234510475
"367" "b" 8 -0.24872857057076
"368" "a" 7 1.21685551892569
"369" "a" 3 0.0731407481262272
"370" "c" 6 -0.61826269160397
"371" "a" 7 -0.103514333585215
"372" "c" 4 0.331507552032651
"373" "b" 4 0.327791537249629
"374" "a" 6 -1.174618821739
"375" "a" 4 -1.16791875210146
"376" "c" 8 0.472587454453898
"377" "b" 6 1.47936252814169
"378" "b" 8 1.51501940606766
"379" "a" 5 1.65693219618177
"380" "a" 3 -1.52511510571488
"381" "b" 7 -0.149163035613506
"382" "a" 6 -0.0820402457323762
"383" "b" 4 0.0800034318939634
"384" "b" 2 -0.636419424040972
"385" "c" 4 -0.656013557399304
"386" "b" 4 0.55040179202877
"387" "a" 6 -0.382316018524055
"388" "c" 4 -0.531175784069205
"389" "b" 6 1.1501755813648
"390" "a" 5 -0.0745365136430597
"391" "b" 6 -1.09265660449883
"392" "c" 6 0.744313082834693
"393" "c" 5 1.50058828241727
"394" "c" 6 -0.709872012125411
"395" "a" 7 2.07054976901706
"396" "b" 6 -2.12106789066262
"397" "a" 4 -0.608654752575871
"398" "b" 6 -1.25784138525181
"399" "a" 4 0.741866659004501
"400" "c" 3 -0.561318552249994
"401" "b" 5 -0.282395148522937
"402" "b" 6 0.742878013035838
"403" "a" 4 -0.594002418881033
"404" "c" 7 2.44536899622018
"405" "b" 3 1.9312058865435
"406" "b" 4 0.122253822432692
"407" "c" 7 2.98792444115098
"408" "a" 3 0.749706366405574
"409" "c" 4 -0.889064644216604
"410" "a" 4 0.381141904401446
"411" "c" 2 -1.15292792320126
"412" "a" 7 0.705687262699885
"413" "b" 4 0.900810142364616
"414" "b" 5 1.52088351985476
"415" "b" 5 0.26873128830265
"416" "b" 9 -0.224928024334039
"417" "c" 7 -0.59811011228831
"418" "b" 3 1.5843207865089
"419" "b" 6 -0.0933545514582332
"420" "b" 5 -0.80894346011751
"421" "a" 5 0.465060910679263
"422" "b" 8 -0.691150552610282
"423" "a" 5 1.64335487515321
"424" "b" 4 -0.294612545147048
"425" "b" 6 -0.579205075638995
"426" "c" 6 -0.850039278140516
"427" "a" 5 -0.40154725687558
"428" "c" 3 -0.953896051412522
"429" "c" 5 -0.07967538675601
"430" "a" 4 0.0260102076391533
"431" "b" 6 0.712137545282537
"432" "c" 4 0.818692426483828
"433" "c" 5 -1.64851576292264
"434" "a" 7 -0.5985723654628
"435" "a" 6 0.312187747428244
"436" "c" 6 -0.0462531203764193
"437" "c" 7 1.52978767675798
"438" "a" 4 -1.18627656301177
"439" "c" 5 -0.705605767917702
"440" "b" 5 1.0267244396651
"441" "a" 6 -0.0776994678120218
"442" "c" 7 0.247465925417298
"443" "b" 5 -0.361733524920023
"444" "c" 7 -0.225378078140804
"445" "c" 4 -1.21555753192071
"446" "c" 5 -0.973495330817207
"447" "c" 2 0.836341272425375
"448" "b" 3 -0.771673991625662
"449" "c" 5 1.41157245391771
"450" "c" 6 -0.146398151564637
"451" "a" 5 -0.488896229462948
"452" "a" 6 0.351857333312541
"453" "b" 6 -1.36505939036873
"454" "a" 7 -0.843832713477739
"455" "a" 3 1.29130398324851
"456" "a" 6 0.034062682746272
"457" "b" 5 -0.0156451072266687
"458" "a" 7 -0.396786590647628
"459" "a" 6 -0.856075881613328
"460" "b" 5 1.05257637268998
"461" "b" 5 0.465552884381824
"462" "c" 5 -1.88367963338469
"463" "b" 3 -0.650922391829055
"464" "c" 3 -0.229856542978262
"465" "a" 5 -2.23772624461493
"466" "a" 3 1.67890225553558
"467" "b" 6 -0.2800447888806
"468" "b" 8 0.849966614268169
"469" "b" 6 -0.638013795879733
"470" "a" 6 0.542227159848912
"471" "c" 6 0.518950803822414
"472" "b" 2 -0.131223340705163
"473" "b" 4 -0.805649207846889
"474" "a" 3 -1.18265454425834
"475" "b" 4 -0.445694806985044
"476" "c" 5 0.0983136810006418
"477" "c" 5 1.0390662813504
"478" "a" 4 0.632886435090734
"479" "b" 4 1.75642253974475
"480" "c" 7 0.571564559545431
"481" "b" 6 0.284558124383485
"482" "c" 5 -0.153022656115135
"483" "a" 4 -1.64682711090508
"484" "c" 5 0.466946610955992
"485" "c" 6 -0.274161115745624
"486" "c" 4 -0.0837905790467846
"487" "c" 3 -0.249845891591992
"488" "a" 6 -0.102014788803219
"489" "b" 2 0.673000427136849
"490" "c" 5 1.88929217238621
"491" "b" 6 -0.707229523549222
"492" "a" 4 -0.330236119565266
"493" "c" 4 1.37270493936267
"494" "a" 5 0.69500644143053
"495" "a" 5 -0.407758368544994
"496" "c" 7 0.0432395215843356
"497" "b" 5 0.383139396651901
"498" "b" 5 -1.25203266406655
"499" "c" 3 -0.51595125653849
"500" "c" 5 0.534884544764447
"501" "b" 3 -1.34623482747214
"502" "a" 3 0.000794289868287232
"503" "c" 5 0.34846655209084
"504" "b" 3 1.28274567334296
"505" "b" 8 -0.360300141738783
"506" "a" 5 -0.179502041295652
"507" "b" 7 -0.365831951969336
"508" "a" 6 -0.0812830197118
"509" "a" 7 -0.547335713968859
"510" "a" 3 -0.115980749102985
"511" "c" 6 0.427491109976831
"512" "a" 4 0.670631989100548
"513" "c" 5 -1.96666002979569
"514" "a" 5 -0.0384490443581615
"515" "a" 6 -0.432329230779546
"516" "a" 4 0.161443356132531
"517" "b" 4 0.917801047462743
"518" "b" 6 0.575539746400025
"519" "c" 3 0.182781742682265
"520" "a" 5 -1.52212193085092
"521" "b" 3 -2.17473580500719
"522" "c" 4 1.70892921587228
"523" "a" 4 -1.90973041301716
"524" "a" 8 -0.73691847683075
"525" "a" 8 1.87945464351897
"526" "b" 4 -0.383289464278923
"527" "b" 7 1.61937827662764
"528" "a" 3 -0.237952201841796
"529" "a" 4 -0.138029152748705
"530" "b" 6 -1.04953819507902
"531" "b" 6 -0.868747311798506
"532" "c" 7 0.668810643063841
"533" "a" 4 0.619453815034588
"534" "a" 3 -0.625743790940128
"535" "c" 3 -0.0625248590574891
"536" "a" 8 1.54021256415769
"537" "a" 4 0.606249727905298
"538" "c" 6 0.195723926780927
"539" "c" 6 2.00917090822236
"540" "c" 5 0.0350069262738826
"541" "c" 7 -0.822934800405652
"542" "a" 8 -1.12578542107036
"543" "b" 4 0.0116545404697511
"544" "c" 2 -0.733973099034483
"545" "b" 4 -0.57025462429693
"546" "a" 4 0.987278029917767
"547" "c" 4 -0.469444223345599
"548" "a" 4 -0.405527777019287
"549" "b" 7 -1.87266507597834
"550" "b" 5 0.735181438291338
"551" "c" 4 -0.761812947640522
"552" "a" 4 -1.23321032375364
"553" "c" 4 0.596762231906865
"554" "c" 4 -0.610142256306748
"555" "c" 4 -0.896132996136109
"556" "b" 4 -0.452816264043421
"557" "b" 5 0.552121050354384
"558" "c" 6 -0.0919205493560271
"559" "a" 5 -0.959178163475272
"560" "b" 3 0.404745136738513
"561" "c" 4 -1.36603628070912
"562" "b" 3 -1.34236421777835
"563" "a" 2 -0.434147055615445
"564" "c" 2 0.586159439540515
"565" "c" 5 1.82091273090249
"566" "c" 8 -0.601365501967217
"567" "a" 4 0.645388542923343
"568" "a" 6 -0.599665445700583
"569" "c" 7 1.31655203127405
"570" "a" 7 0.233165691278765
"571" "a" 5 -0.669677876481723
"572" "a" 4 -0.305129632234529
"573" "c" 8 -0.420563255746169
"574" "a" 4 1.63250621187724
"575" "c" 7 1.32128706723695
"576" "b" 7 0.552961517880892
"577" "a" 8 0.367752806021211
"578" "c" 3 1.1931596545246
"579" "c" 5 -1.89329943542842
"580" "a" 7 -1.85569146600027
"581" "a" 5 -0.463790114062535
"582" "a" 5 1.76253301962554
"583" "b" 5 -0.917320525863222
"584" "b" 0 -0.242091021063033
"585" "b" 8 -1.58552097726437
"586" "a" 6 0.836334769922003
"587" "c" 7 0.651669369619552
"588" "b" 4 0.891289833167265
"589" "a" 5 0.623837706868289
"590" "c" 2 0.467142207781208
"591" "a" 5 -0.296970012103174
"592" "b" 8 -0.212190467425509
"593" "b" 4 -0.138129430747356
"594" "b" 4 -0.641043287331831
"595" "b" 4 0.2580276627829
"596" "a" 3 -2.14389171774009
"597" "c" 7 -1.41449367731873
"598" "c" 3 0.996472117725626
"599" "b" 1 -0.644614657303384
"600" "a" 5 -0.939686689085685
"601" "a" 5 0.240140170070213
"602" "c" 2 -0.915417477850233
"603" "a" 4 0.234941454856142
"604" "b" 3 0.0964520735892935
"605" "c" 6 -0.943348106295535
"606" "a" 6 -0.661032939177117
"607" "b" 5 -0.55600529313187
"608" "c" 5 1.39604153099136
"609" "b" 3 -0.199667430637959
"610" "c" 5 -0.441909660635838
"611" "b" 6 1.53774481909769
"612" "b" 7 0.143528031855376
"613" "a" 5 0.822577143245779
"614" "b" 5 0.941318359869164
"615" "a" 3 -0.21752779505769
"616" "c" 7 0.529076642748166
"617" "b" 6 0.706135057974237
"618" "b" 3 0.36244517057257
"619" "c" 3 -1.11250886217303
"620" "a" 5 -2.09040188498263
"621" "b" 4 1.19669184705415
"622" "b" 4 -0.0341132969401772
"623" "b" 4 1.31645360503043
"624" "c" 6 -0.776777071912555
"625" "c" 3 1.18534799132795
"626" "c" 4 -0.271593397412528
"627" "c" 5 0.671850298033058
"628" "b" 5 0.0768039570377133
"629" "a" 4 0.120025460780185
"630" "a" 6 0.053166223090316
"631" "b" 3 -0.487998417494222
"632" "a" 5 0.231189468062985
"633" "a" 3 -0.719262887742208
"634" "b" 5 -1.28966766333529
"635" "b" 6 0.799796952142436
"636" "b" 7 -0.337811662343337
"637" "a" 3 0.744627015618713
"638" "b" 4 -0.616864312872193
"639" "a" 5 -1.72269979671408
"640" "c" 7 -1.40080115295599
"641" "c" 3 -1.18797403497472
"642" "c" 7 1.71008420305856
"643" "b" 7 -0.316585961371423
"644" "c" 5 -1.12348404347495
"645" "b" 4 -0.192396532600164
"646" "a" 6 0.150646842081292
"647" "c" 8 1.32459907380015
"648" "b" 6 0.233895046133907
"649" "b" 5 -0.220028249556509
"650" "a" 5 -0.291838452958794
"651" "a" 3 -0.705542051863237
"652" "c" 1 -1.7408684861507
"653" "a" 7 0.301746616356964
"654" "a" 6 0.676785367172291
"655" "a" 1 -1.45295088593436
"656" "c" 0 -0.665776853680738
"657" "a" 3 -0.00119940984812785
"658" "c" 5 -0.114114886753235
"659" "b" 4 1.19619309824102
"660" "b" 5 -0.501099273692711
"661" "c" 4 0.0293746498380592
"662" "c" 5 1.9083282383605
"663" "b" 7 -0.284860213081137
"664" "c" 7 1.00741902980434
"665" "c" 2 0.0180691576038026
"666" "a" 7 -0.378519453200994
"667" "a" 5 -0.958397519053345
"668" "a" 9 0.578959175681444
"669" "b" 6 -0.928511565463725
"670" "a" 4 0.47665965122865
"671" "a" 5 -0.750795625011364
"672" "c" 7 -1.02506967956463
"673" "c" 5 0.741554954975411
"674" "c" 3 -2.04482254283143
"675" "a" 5 -0.0313051602501839
"676" "c" 5 -0.693558357079481
"677" "b" 3 -0.493789099692882
"678" "a" 5 -0.781284214293619
"679" "b" 3 -1.02353494850187
"680" "a" 1 -0.383825708295017
"681" "a" 7 0.86625906743377
"682" "c" 5 0.175520139243703
"683" "a" 4 -0.282638092352996
"684" "c" 2 1.94156249745055
"685" "a" 6 -0.126183106414172
"686" "b" 4 0.402032011804948
"687" "a" 7 0.603061959544934
"688" "c" 5 -0.387869113081087
"689" "b" 8 -0.11287483573211
"690" "b" 3 0.614434058927376
"691" "b" 4 -1.2394687984051
"692" "a" 4 -0.848860054627376
"693" "c" 3 -0.539133948170116
"694" "a" 6 0.438903804138559
"695" "a" 5 -0.0603830004995964
"696" "a" 5 -0.578187170135688
"697" "a" 3 0.927826711573393
"698" "c" 6 -1.3062414716923
"699" "b" 6 -0.915157367867017
"700" "a" 6 -0.93467619587413
"701" "c" 4 -0.238937646410933
"702" "b" 4 0.408282941003724
"703" "c" 5 1.24516662889299
"704" "b" 6 1.64765294548189
"705" "a" 2 0.134401107590068
"706" "a" 6 -0.830261522511151
"707" "a" 7 0.290169572812017
"708" "a" 5 1.45631183993854
"709" "b" 7 0.0944795652762265
"710" "a" 5 -0.106130109326287
"711" "b" 3 0.895289345789335
"712" "b" 3 -0.829005654312808
"713" "c" 6 -0.181077566106647
"714" "b" 4 0.519560364335277
"715" "c" 5 0.139462060283904
"716" "a" 2 -1.18142963606243
"717" "a" 6 0.652030922536592
"718" "a" 3 0.333210705393719
"719" "a" 4 -0.0936115569513843
"720" "b" 6 -0.113042736808485
"721" "b" 7 -0.0421483932362873
"722" "a" 5 0.586730727563913
"723" "b" 6 0.120924357466699
"724" "c" 5 -1.46232002731277
"725" "a" 6 -1.42589356523305
"726" "a" 7 -0.00632028099457733
"727" "b" 3 -0.674896019733211
"728" "c" 3 -0.424968847317445
"729" "c" 6 1.2271765905849
"730" "b" 3 2.00902923169442
"731" "b" 4 0.207124798756809
"732" "b" 6 0.0455757235231684
"733" "b" 4 -0.523791333723003
"734" "c" 6 -1.24949030547267
"735" "c" 8 0.0748202085518514
"736" "a" 4 -1.2628572554292
"737" "a" 5 -0.116932844509929
"738" "a" 9 0.052836439606533
"739" "a" 4 1.66963492732682
"740" "b" 5 0.75553982890587
"741" "c" 3 -0.613803204782071
"742" "a" 7 -0.813459464915983
"743" "b" 4 1.27548318852123
"744" "c" 5 -0.557385895715652
"745" "a" 5 0.213378176264746
"746" "c" 4 -0.559259071241976
"747" "c" 4 -1.01591213870163
"748" "a" 2 0.14072977263349
"749" "b" 5 -0.44061845589777
"750" "b" 4 0.17705591263367
"751" "c" 4 0.585019571788414
"752" "c" 6 0.866796739502236
"753" "a" 5 -1.95612396492504
"754" "c" 3 1.52345625090944
"755" "a" 4 -2.01010653518411
"756" "b" 5 -0.0227365386046607
"757" "c" 6 -1.61981810573791
"758" "c" 5 -0.560157990357252
"759" "b" 7 -0.448523236020942
"760" "c" 5 0.918080699390298
"761" "c" 3 -1.29208454320906
"762" "a" 4 0.520718095768184
"763" "b" 5 0.399932897096087
"764" "a" 7 0.431482729432008
"765" "b" 3 1.13638280651978
"766" "c" 4 0.143030630036712
"767" "a" 3 1.77009117243171
"768" "b" 4 0.421326156077753
"769" "c" 2 -2.188733992082
"770" "a" 8 1.03736819682287
"771" "b" 7 -0.292284985719952
"772" "c" 7 0.751250322498705
"773" "b" 7 -0.46665630223104
"774" "c" 3 0.276165898401496
"775" "c" 5 -0.823519518074905
"776" "a" 4 0.0817955453654821
"777" "c" 6 -0.746238512326849
"778" "b" 6 -1.1894486754206
"779" "b" 6 0.354915737822665
"780" "b" 4 1.07936086635142
"781" "a" 5 -1.92017599045284
"782" "a" 4 -0.177281941996445
"783" "a" 7 0.993598148019344
"784" "b" 3 -0.617523924060899
"785" "b" 3 -0.28393665294282
"786" "b" 8 -1.0095202599597
"787" "b" 5 -2.05088531098951
"788" "c" 5 0.4490916235492
"789" "b" 7 -1.05222688591241
"790" "c" 4 1.82255935517273
"791" "a" 6 0.685337544274009
"792" "c" 4 0.151021080426672
"793" "a" 8 0.249617424312329
"794" "a" 8 0.255596032602109
